起点,终点,ori_x,ori_y,end_x,end_y,ridership
万年场街道,九里堤街道,104.12474778803707,30.65330128909081,104.04274989758682,30.71336015274653,2
万年场街道,书院街街道,104.12474778803707,30.65330128909081,104.0863687508597,30.6639549159326,7
万年场街道,二仙桥街道,104.12474778803707,30.65330128909081,104.13109687239829,30.684445028224047,3
万年场街道,保和街道,104.12474778803707,30.65330128909081,104.14239485744424,30.636686225565303,4
万年场街道,光华街道,104.12474778803707,30.65330128909081,104.01593992429801,30.664644775526085,1
万年场街道,双桥子街道,104.12474778803707,30.65330128909081,104.10279938168559,30.652797482326527,2
万年场街道,双水碾街道,104.12474778803707,30.65330128909081,104.07961944282927,30.707143301075934,5
万年场街道,合江亭街道,104.12474778803707,30.65330128909081,104.07926888803063,30.65222415771668,5
万年场街道,圣灯街道,104.12474778803707,30.65330128909081,104.14542488329225,30.680478343745712,1
万年场街道,太升路街道,104.12474778803707,30.65330128909081,104.07755155641463,30.670156189942755,6
万年场街道,建设路街道,104.12474778803707,30.65330128909081,104.10697562483489,30.67462887318019,26
万年场街道,成龙路街道,104.12474778803707,30.65330128909081,104.11969414238894,30.603082785529196,1
万年场街道,抚琴街道,104.12474778803707,30.65330128909081,104.04374900767523,30.689325320109745,2
万年场街道,新华西路街,104.12474778803707,30.65330128909081,104.0608881713822,30.678169811235552,3
万年场街道,新鸿路街道,104.12474778803707,30.65330128909081,104.10631147787416,30.66166955600947,12
万年场街道,春熙路街道,104.12474778803707,30.65330128909081,104.07704974759851,30.661839708658544,2
万年场街道,晋阳街道,104.12474778803707,30.65330128909081,103.99807819875126,30.65156233827051,1
万年场街道,桃蹊路街道,104.12474778803707,30.65330128909081,104.10824686426022,30.685481416810507,5
万年场街道,水井坊街道,104.12474778803707,30.65330128909081,104.08694280849765,30.649077025663395,3
万年场街道,汪家拐街道,104.12474778803707,30.65330128909081,104.05254456486169,30.657723310613694,2
万年场街道,火车南站街,104.12474778803707,30.65330128909081,104.06993711836556,30.616572558251345,1
万年场街道,牛市口街道,104.12474778803707,30.65330128909081,104.09828021767335,30.64673261384752,4
万年场街道,猛追湾街道,104.12474778803707,30.65330128909081,104.09338649423138,30.664809688800787,20
万年场街道,盐市口街道,104.12474778803707,30.65330128909081,104.06854394913813,30.658999094459663,7
万年场街道,草市街街道,104.12474778803707,30.65330128909081,104.07077381074879,30.67480564890668,3
万年场街道,荷花池街道,104.12474778803707,30.65330128909081,104.06914504518326,30.692033790146894,2
万年场街道,莲新街道,104.12474778803707,30.65330128909081,104.09597856368342,30.640873730770085,3
万年场街道,西御河街道,104.12474778803707,30.65330128909081,104.06362875164112,30.66598225344833,6
万年场街道,跳蹬河街道,104.12474778803707,30.65330128909081,104.12276490519686,30.669026680129928,14
万年场街道,青龙街道,104.12474778803707,30.65330128909081,104.12065709938953,30.720884772946164,3
万年场街道,驷马桥街道,104.12474778803707,30.65330128909081,104.08421894300206,30.68468469689687,4
万年场街道,龙潭街道,104.12474778803707,30.65330128909081,104.17777027590506,30.70354757273816,4
万年场街道,龙舟路街道,104.12474778803707,30.65330128909081,104.09151993274105,30.629750369537213,1
三圣街道,东光街道,104.137199203032,30.57667039363897,104.0937010533027,30.61922927889487,1
三圣街道,太升路街道,104.137199203032,30.57667039363897,104.07755155641463,30.670156189942755,1
三圣街道,建设路街道,104.137199203032,30.57667039363897,104.10697562483489,30.67462887318019,3
三圣街道,猛追湾街道,104.137199203032,30.57667039363897,104.09338649423138,30.664809688800787,1
三圣街道,盐市口街道,104.137199203032,30.57667039363897,104.06854394913813,30.658999094459663,1
三圣街道,茶店子街道,104.137199203032,30.57667039363897,104.02024153112227,30.697019974934264,2
三圣街道,草市街街道,104.137199203032,30.57667039363897,104.07077381074879,30.67480564890668,2
三圣街道,营门口街道,104.137199203032,30.57667039363897,104.03269016216231,30.70351417259711,1
三圣街道,西御河街道,104.137199203032,30.57667039363897,104.06362875164112,30.66598225344833,2
三圣街道,跳蹬河街道,104.137199203032,30.57667039363897,104.12276490519686,30.669026680129928,1
三圣街道,青龙街道,104.137199203032,30.57667039363897,104.12065709938953,30.720884772946164,3
三河街道,万年场街道,104.15149724634394,30.76956322359214,104.12474778803707,30.65330128909081,1
三河街道,九里堤街道,104.15149724634394,30.76956322359214,104.04274989758682,30.71336015274653,1
三河街道,二仙桥街道,104.15149724634394,30.76956322359214,104.13109687239829,30.684445028224047,2
三河街道,五块石街道,104.15149724634394,30.76956322359214,104.059651892411,30.710886652968526,2
三河街道,保和街道,104.15149724634394,30.76956322359214,104.14239485744424,30.636686225565303,4
三河街道,凤凰山街道,104.15149724634394,30.76956322359214,104.08164895300247,30.732693074957094,1
三河街道,双桂路街道,104.15149724634394,30.76956322359214,104.1077341648849,30.634997762418855,1
三河街道,双水碾街道,104.15149724634394,30.76956322359214,104.07961944282927,30.707143301075934,3
三河街道,天回镇街道,104.15149724634394,30.76956322359214,104.09784075163743,30.769453296446976,2
三河街道,太升路街道,104.15149724634394,30.76956322359214,104.07755155641463,30.670156189942755,1
三河街道,府青路街道,104.15149724634394,30.76956322359214,104.10035267124348,30.692293927826466,3
三河街道,抚琴街道,104.15149724634394,30.76956322359214,104.04374900767523,30.689325320109745,2
三河街道,春熙路街道,104.15149724634394,30.76956322359214,104.07704974759851,30.661839708658544,2
三河街道,桃蹊路街道,104.15149724634394,30.76956322359214,104.10824686426022,30.685481416810507,1
三河街道,沙河源街道,104.15149724634394,30.76956322359214,104.0505271566029,30.73442628180356,1
三河街道,红牌楼街道,104.15149724634394,30.76956322359214,104.02203328144594,30.640139795259877,1
三河街道,茶店子街道,104.15149724634394,30.76956322359214,104.02024153112227,30.697019974934264,1
三河街道,草堂路街道,104.15149724634394,30.76956322359214,104.03369711876734,30.661678069224696,1
三河街道,荷花池街道,104.15149724634394,30.76956322359214,104.06914504518326,30.692033790146894,3
三河街道,营门口街道,104.15149724634394,30.76956322359214,104.03269016216231,30.70351417259711,1
三河街道,西御河街道,104.15149724634394,30.76956322359214,104.06362875164112,30.66598225344833,2
三河街道,金泉街道,104.15149724634394,30.76956322359214,103.9876260259853,30.716361170590606,1
三河街道,青龙街道,104.15149724634394,30.76956322359214,104.12065709938953,30.720884772946164,16
三河街道,驷马桥街道,104.15149724634394,30.76956322359214,104.08421894300206,30.68468469689687,2
东光街道,万年场街道,104.0937010533027,30.61922927889487,104.12474778803707,30.65330128909081,2
东光街道,双桂路街道,104.0937010533027,30.61922927889487,104.1077341648849,30.634997762418855,2
东光街道,合江亭街道,104.0937010533027,30.61922927889487,104.07926888803063,30.65222415771668,2
东光街道,太升路街道,104.0937010533027,30.61922927889487,104.07755155641463,30.670156189942755,1
东光街道,少城街道,104.0937010533027,30.61922927889487,104.0526301486993,30.668690512829034,1
