起点,终点,ori_x,ori_y,end_x,end_y,ridership
万年场街道,东坡街道,104.12474778803707,30.65330128909081,103.99579685281346,30.668022211089752,1
万年场街道,九里堤街道,104.12474778803707,30.65330128909081,104.04274989758682,30.71336015274653,1
万年场街道,书院街街道,104.12474778803707,30.65330128909081,104.0863687508597,30.6639549159326,3
万年场街道,二仙桥街道,104.12474778803707,30.65330128909081,104.13109687239829,30.684445028224047,11
万年场街道,五块石街道,104.12474778803707,30.65330128909081,104.059651892411,30.710886652968526,5
万年场街道,人民北路街,104.12474778803707,30.65330128909081,104.06130032345499,30.683927523404815,1
万年场街道,十陵街道,104.12474778803707,30.65330128909081,104.18289534181507,30.648516042388525,1
万年场街道,双桥子街道,104.12474778803707,30.65330128909081,104.10279938168559,30.652797482326527,3
万年场街道,双水碾街道,104.12474778803707,30.65330128909081,104.07961944282927,30.707143301075934,4
万年场街道,合江亭街道,104.12474778803707,30.65330128909081,104.07926888803063,30.65222415771668,3
万年场街道,圣灯街道,104.12474778803707,30.65330128909081,104.14542488329225,30.680478343745712,4
万年场街道,大丰街道,104.12474778803707,30.65330128909081,104.05669390099663,30.76685804349305,2
万年场街道,太升路街道,104.12474778803707,30.65330128909081,104.07755155641463,30.670156189942755,3
万年场街道,少城街道,104.12474778803707,30.65330128909081,104.0526301486993,30.668690512829034,4
万年场街道,府青路街道,104.12474778803707,30.65330128909081,104.10035267124348,30.692293927826466,1
万年场街道,建设路街道,104.12474778803707,30.65330128909081,104.10697562483489,30.67462887318019,15
万年场街道,成龙路街道,104.12474778803707,30.65330128909081,104.11969414238894,30.603082785529196,1
万年场街道,抚琴街道,104.12474778803707,30.65330128909081,104.04374900767523,30.689325320109745,1
万年场街道,文家街道,104.12474778803707,30.65330128909081,103.93342016698911,30.687074432051094,1
万年场街道,新华西路街,104.12474778803707,30.65330128909081,104.0608881713822,30.678169811235552,4
万年场街道,新鸿路街道,104.12474778803707,30.65330128909081,104.10631147787416,30.66166955600947,8
万年场街道,春熙路街道,104.12474778803707,30.65330128909081,104.07704974759851,30.661839708658544,1
万年场街道,望江路街道,104.12474778803707,30.65330128909081,104.07168516212226,30.635064980004078,1
万年场街道,桂溪街道,104.12474778803707,30.65330128909081,104.05807678674662,30.562785458752113,1
万年场街道,桃蹊路街道,104.12474778803707,30.65330128909081,104.10824686426022,30.685481416810507,7
万年场街道,沙河源街道,104.12474778803707,30.65330128909081,104.0505271566029,30.73442628180356,2
万年场街道,浆洗街街道,104.12474778803707,30.65330128909081,104.04667045680115,30.645641812828632,1
万年场街道,犀浦镇,104.12474778803707,30.65330128909081,103.96853991910166,30.757672802984413,1
万年场街道,猛追湾街道,104.12474778803707,30.65330128909081,104.09338649423138,30.664809688800787,11
万年场街道,玉林街道,104.12474778803707,30.65330128909081,104.06161167724152,30.637337386133247,1
万年场街道,盐市口街道,104.12474778803707,30.65330128909081,104.06854394913813,30.658999094459663,1
万年场街道,督院街街道,104.12474778803707,30.65330128909081,104.0670843716,30.652113933324678,1
万年场街道,苏坡街道,104.12474778803707,30.65330128909081,103.97726807521968,30.682368433064255,1
万年场街道,茶店子街道,104.12474778803707,30.65330128909081,104.02024153112227,30.697019974934264,2
万年场街道,西安路街道,104.12474778803707,30.65330128909081,104.03973997587613,30.67520176315635,4
万年场街道,西御河街道,104.12474778803707,30.65330128909081,104.06362875164112,30.66598225344833,1
万年场街道,跳伞塔街道,104.12474778803707,30.65330128909081,104.08192656084438,30.633251754590415,1
万年场街道,跳蹬河街道,104.12474778803707,30.65330128909081,104.12276490519686,30.669026680129928,11
万年场街道,青龙街道,104.12474778803707,30.65330128909081,104.12065709938953,30.720884772946164,7
万年场街道,驷马桥街道,104.12474778803707,30.65330128909081,104.08421894300206,30.68468469689687,5
万年场街道,黄忠街道,104.12474778803707,30.65330128909081,104.0112544835979,30.691171145339652,1
